,confirmed,country_region,deaths,lat,long,province_state,recovered,timestamp
0,24,Zimbabwe,3,-20.0,30.0,null,2,1587124800.0
1,52,Zambia,2,-15.4167,28.2833,null,30,1587124800.0
2,402,West Bank and Gaza,2,31.9522,35.2332,null,69,1587124800.0
3,268,Vietnam,0,16.0,108.0,null,198,1587124800.0
4,1405,Uzbekistan,4,41.3775,64.5853,null,156,1587124800.0
5,291,United Kingdom,4,54.2361,-4.5481,Isle of Man,169,1587124800.0
6,132,United Kingdom,0,36.1408,-5.3536,Gibraltar,105,1587124800.0
7,470,United Kingdom,20,49.3723,-2.3644,Channel Islands,73,1587124800.0
8,61,United Kingdom,1,19.3133,-81.2546,Cayman Islands,7,1587124800.0
9,4,United Kingdom,0,18.4207,-64.64,British Virgin Islands,2,1587124800.0
10,83,United Kingdom,5,32.3078,-64.7505,Bermuda,35,1587124800.0
11,108692,United Kingdom,14576,55.3781,-3.436,null,0,1587124800.0
12,6302,United Arab Emirates,37,24.0,54.0,null,1188,1587124800.0
13,4662,Ukraine,125,48.3794,31.1656,null,246,1587124800.0
14,56,Uganda,0,1.0,32.0,null,20,1587124800.0
15,699706,US,36773,37902.0,-95.7129,null,58545,1587124800.0
16,78546,Turkey,1769,38.9637,35.2433,null,8631,1587124800.0
17,864,Tunisia,37,34.0,9.0,null,43,1587124800.0
18,83,Togo,5,8.6195,0.8248,null,48,1587124800.0
19,2700,Thailand,47,15.0,101.0,null,1689,1587124800.0
20,147,Tanzania,5,-6.369,34.8888,null,11,1587124800.0
21,395,Taiwan*,6,23.7,121.0,null,166,1587124800.0
22,38,Syria,2,34.802075,38.996815,null,5,1587124800.0
23,27078,Switzerland,1327,46.8182,8.2275,null,16400,1587124800.0
24,13216,Sweden,1400,63.0,16.0,null,550,1587124800.0
25,33,Sudan,6,12.8628,30.2176,null,4,1587124800.0
26,244,Sri Lanka,7,7.0,81.0,null,77,1587124800.0
27,190839,Spain,20002,40.0,-4.0,null,74797,1587124800.0
28,2783,South Africa,50,-30.5595,22.9375,null,903,1587124800.0
29,116,Somalia,6,5.1521,46.1996,null,2,1587124800.0
30,1304,Slovenia,66,46.1512,14.9955,null,174,1587124800.0
31,1049,Slovakia,9,48.669,19.699,null,175,1587124800.0
32,5050,Singapore,11,1.2833,103.8333,null,708,1587124800.0
33,26,Sierra Leone,0,8.460555,-11.779889,null,0,1587124800.0
34,11,Seychelles,0,-4.6796,55.492,null,5,1587124800.0
35,5690,Serbia,110,44165.0,21059.0,null,534,1587124800.0
36,342,Senegal,2,14.4974,-14.4524,null,198,1587124800.0
37,7142,Saudi Arabia,87,24.0,45.0,null,1049,1587124800.0
38,435,San Marino,39,43.9424,12.4578,null,57,1587124800.0
39,143,Rwanda,0,-1.9403,29.8739,null,65,1587124800.0
40,32008,Russia,273,60.0,90.0,null,2590,1587124800.0
41,8067,Romania,411,45.9432,24.9668,null,1508,1587124800.0
42,4663,Qatar,7,25.3548,51.1839,null,464,1587124800.0
43,19022,Portugal,657,39.3999,-8.2245,null,519,1587124800.0
44,8379,Poland,332,51.9194,19.1451,null,866,1587124800.0
45,5878,Philippines,387,13.0,122.0,null,487,1587124800.0
46,13489,Peru,300,-9.19,-75152.0,null,6541,1587124800.0
47,199,Paraguay,8,-23.4425,-58.4438,null,30,1587124800.0
48,4016,Panama,109,8.538,-80.7821,null,98,1587124800.0
49,7025,Pakistan,135,30.3753,69.3451,null,1765,1587124800.0
50,1069,Oman,6,21.0,57.0,null,176,1587124800.0
51,6937,Norway,161,60.472,8.4689,null,32,1587124800.0
52,1117,North Macedonia,49,41.6086,21.7453,null,139,1587124800.0
53,493,Nigeria,17,982.0,8.6753,null,159,1587124800.0
54,627,Niger,18,17.6078,8817.0,null,110,1587124800.0
55,1409,New Zealand,11,-40.9006,174.886,null,816,1587124800.0
56,96,Netherlands,2,12.5186,-70358.0,Aruba,43,1587124800.0
57,30449,Netherlands,3459,52.1326,5.2913,null,250,1587124800.0
58,30,Nepal,0,28.1667,84.25,null,2,1587124800.0
59,34,Mozambique,0,-18.665695,35.529562,null,2,1587124800.0
60,2564,Morocco,135,31.7917,-7926.0,null,281,1587124800.0
61,303,Montenegro,5,42.5,19.3,null,55,1587124800.0
62,94,Monaco,3,43.7333,7.4167,null,20,1587124800.0
63,2264,Moldova,56,47.4116,28.3699,null,276,1587124800.0
64,6297,Mexico,486,23.6345,-102.5528,null,2125,1587124800.0
65,324,Mauritius,9,-20.2,57.5,null,108,1587124800.0
66,422,Malta,3,35.9375,14.3754,null,91,1587124800.0
67,28,Maldives,0,3.2028,73.2207,null,16,1587124800.0
68,5251,Malaysia,86,2.5,112.5,null,2967,1587124800.0
69,17,Malawi,2,-13.254308,34.301525,null,3,1587124800.0
70,117,Madagascar,0,-18.7669,46.8691,null,33,1587124800.0
71,3480,Luxembourg,72,49.8153,6.1296,null,579,1587124800.0
72,1149,Lithuania,33,55.1694,23.8813,null,210,1587124800.0
73,76,Liberia,7,6.4281,-9.4295,null,7,1587124800.0
74,668,Lebanon,21,33.8547,35.8623,null,86,1587124800.0
75,682,Latvia,5,56.8796,24.6032,null,88,1587124800.0
76,19,Laos,0,19.85627,102.495496,null,2,1587124800.0
77,489,Kyrgyzstan,5,41.2044,74.7661,null,114,1587124800.0
78,1658,Kuwait,5,29.5,47.75,null,258,1587124800.0
79,480,Kosovo,12,42.602636,20.902977,null,84,1587124800.0
80,10635,"Korea, South",230,36.0,128.0,null,7829,1587124800.0
81,246,Kenya,11,-236.0,37.9062,null,53,1587124800.0
82,1546,Kazakhstan,17,48196.0,66.9237,null,347,1587124800.0
83,407,Jordan,7,31.24,36.51,null,265,1587124800.0
84,9787,Japan,190,36.0,138.0,null,935,1587124800.0
85,143,Jamaica,5,18.1096,-77.2975,null,25,1587124800.0
86,172434,Italy,22745,43.0,12.0,null,42727,1587124800.0
87,12982,Israel,151,31.0,35.0,null,3126,1587124800.0
88,13980,Ireland,530,53.1424,-7.6921,null,77,1587124800.0
89,1482,Iraq,81,33.0,44.0,null,906,1587124800.0
90,79494,Iran,4958,32.0,53.0,null,54064,1587124800.0
91,5923,Indonesia,520,-0.7893,113.9213,null,607,1587124800.0
92,14352,India,486,21.0,78.0,null,2041,1587124800.0
93,1754,Iceland,9,64.9631,-19208.0,null,1224,1587124800.0
94,1763,Hungary,156,47.1625,19.5033,null,207,1587124800.0
95,442,Honduras,41,15.2,-86.2419,null,10,1587124800.0
96,43,Haiti,3,18.9712,-72.2852,null,0,1587124800.0
97,63,Guyana,6,5.0,-58.75,null,9,1587124800.0
98,477,Guinea,3,9.9456,-9.6966,null,59,1587124800.0
99,214,Guatemala,7,15.7835,-90.2308,null,21,1587124800.0
100,14,Grenada,0,12.1165,-61.679,null,6,1587124800.0
101,2224,Greece,108,39742.0,21.8243,null,269,1587124800.0
102,141397,Germany,4352,51.0,9.0,null,83114,1587124800.0
103,370,Georgia,3,42.3154,43.3569,null,79,1587124800.0
104,108,Gabon,1,-0.8037,11.6094,null,7,1587124800.0
105,402,France,0,-21.1351,55.2471,Reunion,237,1587124800.0
106,18,France,0,-20.9043,165.618,New Caledonia,14,1587124800.0
107,245,France,4,-12.8275,45.1662,Mayotte,117,1587124800.0
108,96,France,0,3.9339,-53.1258,French Guiana,61,1587124800.0
109,147969,France,18681,46.2276,2.2137,null,34420,1587124800.0
110,3489,Finland,82,64.0,26.0,null,1700,1587124800.0
111,96,Ethiopia,3,9.145,40.4897,null,15,1587124800.0
112,1459,Estonia,38,58.5953,25136.0,null,145,1587124800.0
113,79,Equatorial Guinea,0,1.5,10.0,null,4,1587124800.0
114,177,El Salvador,7,13.7942,-88.8965,null,38,1587124800.0
115,2844,Egypt,205,26.0,30.0,null,646,1587124800.0
116,8450,Ecuador,421,-1.8312,-78.1834,null,838,1587124800.0
117,4126,Dominican Republic,200,18.7357,-70.1627,null,268,1587124800.0
118,732,Djibouti,2,11.8251,42.5903,null,76,1587124800.0
119,712,Diamond Princess,13,0.0,0.0,null,644,1587124800.0
120,184,Denmark,0,61.8926,-6.9118,Faroe Islands,171,1587124800.0
121,7073,Denmark,336,56.2639,9.5018,null,3389,1587124800.0
122,6549,Czechia,173,49.8175,15.473,null,1174,1587124800.0
123,750,Cyprus,12,35.1264,33.4299,null,77,1587124800.0
124,923,Cuba,31,22.0,-80.0,null,192,1587124800.0
125,1814,Croatia,36,45.1,15.2,null,600,1587124800.0
126,688,Cote d'Ivoire,6,7.54,-5.5471,null,193,1587124800.0
127,649,Costa Rica,4,9.7489,-83.7534,null,88,1587124800.0
128,287,Congo (Kinshasa),23,-4383.0,21.7587,null,25,1587124800.0
129,143,Congo (Brazzaville),6,-4383.0,21.7587,null,11,1587124800.0
130,3439,Colombia,153,4.5709,-74.2973,null,634,1587124800.0
131,1268,China,1,29.1832,120934.0,Zhejiang,1246,1587124800.0
132,184,China,2,24.974,101.487,Yunnan,177,1587124800.0
133,189,China,3,39.3054,117.323,Tianjin,173,1587124800.0
134,197,China,0,37.5777,112.2922,Shanxi,135,1587124800.0
135,628,China,7,31.202,121.4491,Shanghai,512,1587124800.0
136,787,China,7,36.3427,118.1498,Shandong,761,1587124800.0
137,256,China,3,35.1917,108.8701,Shaanxi,252,1587124800.0
138,146,China,2,41.2956,122.6085,Liaoning,140,1587124800.0
139,102,China,1,43.6661,126.1923,Jilin,97,1587124800.0
140,653,China,0,32.9711,119.455,Jiangsu,643,1587124800.0
141,193,China,1,44935.0,113.9448,Inner Mongolia,103,1587124800.0
142,68128,China,4512,30.9756,112.2707,Hubei,63487,1587124800.0
143,1021,China,4,22.3,114.2,Hong Kong,533,1587124800.0
144,1276,China,22,33.882,113.614,Henan,1254,1587124800.0
145,872,China,13,47.862,127.7615,Heilongjiang,471,1587124800.0
146,328,China,6,39.549,116.1306,Hebei,316,1587124800.0
147,1577,China,8,23.3417,113.4244,Guangdong,1475,1587124800.0
148,354,China,1,26789.0,117.9874,Fujian,334,1587124800.0
149,593,China,8,40.1824,116.4142,Beijing,509,1587124800.0
150,9252,Chile,116,-35.6751,-71.543,null,3621,1587124800.0
151,307,Canada,4,52.9399,-106.4509,Saskatchewan,null,1587124800.0
152,null,Canada,null,56.1304,-106.3468,Recovery aggregated,10545,1587124800.0
153,16798,Canada,688,52.9399,-73.5491,Quebec,null,1587124800.0
154,10456,Canada,524,51.2538,-85.3232,Ontario,null,1587124800.0
155,606,Canada,4,44.682,-63.7443,Nova Scotia,null,1587124800.0
156,256,Canada,3,53.1355,-57.6604,Newfoundland and Labrador,null,1587124800.0
157,1575,Canada,77,49.2827,-123.1207,British Columbia,null,1587124800.0
158,2397,Canada,50,53.9333,-116.5765,Alberta,null,1587124800.0
159,996,Cameroon,22,3.848,11.5021,null,164,1587124800.0
160,88,Burma,4,21.9162,95.956,null,5,1587124800.0
161,557,Burkina Faso,35,12.2383,-1.5616,null,294,1587124800.0
162,846,Bulgaria,41,42.7339,25.4858,null,141,1587124800.0
163,136,Brunei,1,4.5353,114.7277,null,112,1587124800.0
164,33682,Brazil,2141,-14.235,-51.9253,null,14026,1587124800.0
165,1214,Bosnia and Herzegovina,46,43.9159,17.6791,null,320,1587124800.0
166,465,Bolivia,31,-16.2902,-63.5887,null,26,1587124800.0
167,36138,Belgium,5163,50.8333,4.0,null,7961,1587124800.0
168,4779,Belarus,42,53.7098,27.9534,null,342,1587124800.0
169,1838,Bangladesh,75,23.685,90.3563,null,58,1587124800.0
170,1740,Bahrain,7,26275.0,50.55,null,725,1587124800.0
171,54,Bahamas,9,25343.0,-77.3963,null,6,1587124800.0
172,1340,Azerbaijan,15,40.1431,47.5769,null,528,1587124800.0
173,14595,Austria,431,47.5162,14.5501,null,9704,1587124800.0
174,541,Australia,7,-31.9505,115.8605,Western Australia,340,1587124800.0
175,1302,Australia,14,-37.8136,144.9631,Victoria,1159,1587124800.0
176,180,Australia,7,-41.4545,145.9707,Tasmania,67,1587124800.0
177,435,Australia,4,-34.9285,138.6007,South Australia,331,1587124800.0
178,1007,Australia,5,-28167.0,153.4,Queensland,442,1587124800.0
179,28,Australia,0,-12.4634,130.8456,Northern Territory,9,1587124800.0
180,2926,Australia,26,-33.8688,151.2093,New South Wales,1379,1587124800.0
181,103,Australia,3,-35.4735,149124.0,Australian Capital Territory,81,1587124800.0
182,1201,Armenia,19,40691.0,45382.0,null,402,1587124800.0
183,2669,Argentina,123,-38.4161,-63.6167,null,666,1587124800.0
184,696,Andorra,35,42.5063,1.5218,null,191,1587124800.0
185,2418,Algeria,364,28339.0,1.6596,null,846,1587124800.0
186,539,Albania,26,41.1533,20.1683,null,283,1587124800.0
187,906,Afghanistan,30,33.0,65.0,null,99,1587124800.0
188,204,Venezuela,9,6.4238,-66.5897,null,111,1587124800.0
189,502,Uruguay,9,-32.5228,-55.7658,null,286,1587124800.0
190,11,United Kingdom,1,21.694,-71.7979,Turks and Caicos Islands,0,1587124800.0
191,114,Trinidad and Tobago,8,10.6918,-61.2225,null,20,1587124800.0
192,18,Timor-Leste,0,-8.874217,125.727539,null,1,1587124800.0
193,7,Papua New Guinea,0,-6.315,143.9555,null,0,1587124800.0
194,57,Netherlands,9,18425.0,-63548.0,Sint Maarten,12,1587124800.0
195,16,Namibia,0,-22.9576,18.4904,null,4,1587124800.0
196,31,Mongolia,0,46.8625,103.8467,null,5,1587124800.0
197,171,Mali,13,17.570692,-3.996166,null,34,1587124800.0
198,49,Libya,1,26.3351,17.228331,null,11,1587124800.0
199,641,Ghana,8,7.9465,-1232.0,null,83,1587124800.0
200,17,Fiji,0,-17.7134,17865.0,null,0,1587124800.0
201,16,Eswatini,1,-26.5225,31.4659,null,8,1587124800.0
202,560,China,3,30.6171,102.7103,Sichuan,552,1587124800.0
203,139,China,2,37.8099,101583.0,Gansu,137,1587124800.0
204,27,Chad,0,15.4542,18.7322,null,5,1587124800.0
205,250,Canada,5,53.7609,-98.8139,Manitoba,null,1587124800.0
206,122,Cambodia,0,11.55,104.9167,null,98,1587124800.0
207,15,Botswana,1,-22.3285,24.6849,null,0,1587124800.0
208,75,Barbados,5,13.1939,-59.5432,null,15,1587124800.0
209,23,Antigua and Barbuda,3,17608.0,-61.7964,null,3,1587124800.0
210,43,Guinea-Bissau,0,11.8037,-15.1804,null,0,1587124800.0
211,35,France,2,18708.0,-63501.0,St Martin,13,1587124800.0
212,158,France,8,14.6415,-61242.0,Martinique,73,1587124800.0
213,35,Eritrea,0,15.1794,39.7823,null,0,1587124800.0
214,45,China,0,22.1667,113.55,Macau,16,1587124800.0
215,12,Central African Republic,0,6.6111,20.9394,null,4,1587124800.0
216,26,Canada,0,46.5107,-63.4168,Prince Edward Island,null,1587124800.0
217,117,Canada,0,46.5653,-66.4619,New Brunswick,null,1587124800.0
218,56,Cabo Verde,1,16.5388,-23418.0,null,1,1587124800.0
219,11,United Kingdom,0,-51.7963,-59.5236,Falkland Islands (Malvinas),1,1587124800.0
220,15,Saint Lucia,0,13.9094,-60.9789,null,11,1587124800.0
221,14,Saint Kitts and Nevis,0,17.357822,-62.782998,null,0,1587124800.0
222,14,Netherlands,1,12.1696,-68.99,Curacao,10,1587124800.0
223,145,France,8,16.25,-61.5833,Guadeloupe,67,1587124800.0
224,35,Benin,1,9.3077,2.3158,null,18,1587124800.0
225,19,Angola,2,-11.2027,17.8739,null,5,1587124800.0
226,1,Yemen,0,15.552727,48.516388,null,0,1587124800.0
227,11,United Kingdom,0,16.7425,-62.1874,Montserrat,1,1587124800.0
228,3,United Kingdom,0,18.2206,-63686.0,Anguilla,1,1587124800.0
229,10,Suriname,1,3.9193,-56278.0,null,6,1587124800.0
230,4,South Sudan,0,6.877,31.307,null,0,1587124800.0
231,55,France,0,-17.6797,149.4068,French Polynesia,0,1587124800.0
232,-1,Canada,-1,0.0,0.0,Diamond Princess,null,1587124800.0
233,5,Burundi,1,-3.3731,29.9189,null,0,1587124800.0
234,18,Belize,2,13.1939,-59.5432,null,0,1587124800.0
235,6,Western Sahara,0,24.2155,-12.8858,null,0,1587124800.0
236,9,Nicaragua,1,12.8654,-85.2072,null,4,1587124800.0
237,3,Netherlands,0,12.1784,-68.2385,"Bonaire, Sint Eustatius and Saba",0,1587124800.0
238,6,France,0,17.9,-62.8333,Saint Barthelemy,4,1587124800.0
239,16,Dominica,0,15.415,-61.371,null,8,1587124800.0
240,9,Gambia,1,13.4432,-15.3101,null,2,1587124800.0
241,79,Liechtenstein,1,47.14,9.55,null,55,1587124800.0
242,937,China,1,27.614,115.7221,Jiangxi,936,1587124800.0
243,8,Canada,0,64.2823,-135.0,Yukon,null,1587124800.0
244,12,Saint Vincent and the Grenadines,0,12.9843,-61.2872,null,1,1587124800.0
245,7,Mauritania,1,21079.0,10.9408,null,2,1587124800.0
246,991,China,6,31.8257,117.2264,Anhui,984,1587124800.0
247,8,Holy See,0,41.9029,12.4534,null,2,1587124800.0
248,11,Denmark,0,71.7069,-42.6043,Greenland,11,1587124800.0
249,4,Sao Tome and Principe,0,0.18636,6.613081,null,0,1587124800.0
250,5,Canada,0,64.8255,-124.8457,Northwest Territories,null,1587124800.0
251,1,France,0,46.8852,-56.3159,Saint Pierre and Miquelon,0,1587124800.0
252,5,Bhutan,0,27.5142,90.4336,null,2,1587124800.0
253,1019,China,4,27.6104,111.7088,Hunan,1014,1587124800.0
254,168,China,6,19.1959,109.7453,Hainan,162,1587124800.0
255,254,China,2,23.8298,108.7881,Guangxi,252,1587124800.0
256,9,MS Zaandam,2,0.0,0.0,null,0,1587124800.0
257,579,China,6,30572.0,107.874,Chongqing,570,1587124800.0
258,1,China,0,31.6927,88924.0,Tibet,1,1587124800.0
259,13,Canada,0,37.6489,-122.6655,Grand Princess,null,1587124800.0
260,76,China,3,41.1129,85.2401,Xinjiang,73,1587124800.0
261,18,China,0,35.7452,95.9956,Qinghai,18,1587124800.0
262,75,China,0,37.2692,106.1655,Ningxia,75,1587124800.0
263,146,China,2,26.8154,106.8748,Guizhou,144,1587124800.0
264,268,Vietnam,0,16.0,108.0,null,177,1587038400.0
265,1349,Uzbekistan,4,41.3775,64.5853,null,129,1587038400.0
266,284,United Kingdom,4,54.2361,-4.5481,Isle of Man,154,1587038400.0
267,457,United Kingdom,19,49.3723,-2.3644,Channel Islands,73,1587038400.0
268,60,United Kingdom,1,19.3133,-81.2546,Cayman Islands,6,1587038400.0
269,103093,United Kingdom,13729,55.3781,-3.436,null,0,1587038400.0
270,5825,United Arab Emirates,35,24.0,54.0,null,1095,1587038400.0
271,4161,Ukraine,116,48.3794,31.1656,null,186,1587038400.0
272,55,Uganda,0,1.0,32.0,null,20,1587038400.0
273,667801,US,32916,37902.0,-95.7129,null,54703,1587038400.0
274,74193,Turkey,1643,38.9637,35.2433,null,7089,1587038400.0
275,822,Tunisia,37,34.0,9.0,null,43,1587038400.0
276,81,Togo,5,8.6195,0.8248,null,45,1587038400.0
277,2672,Thailand,46,15.0,101.0,null,1593,1587038400.0
278,94,Tanzania,4,-6.369,34.8888,null,11,1587038400.0
279,395,Taiwan*,6,23.7,121.0,null,155,1587038400.0
280,26732,Switzerland,1281,46.8182,8.2275,null,15900,1587038400.0
281,12540,Sweden,1333,63.0,16.0,null,550,1587038400.0
282,238,Sri Lanka,7,7.0,81.0,null,68,1587038400.0
283,184948,Spain,19315,40.0,-4.0,null,74797,1587038400.0
284,2605,South Africa,48,-30.5595,22.9375,null,903,1587038400.0
285,1268,Slovenia,61,46.1512,14.9955,null,174,1587038400.0
286,977,Slovakia,8,48.669,19.699,null,167,1587038400.0
287,4427,Singapore,10,1.2833,103.8333,null,683,1587038400.0
288,15,Sierra Leone,0,8.460555,-11.779889,null,0,1587038400.0
289,5318,Serbia,103,44165.0,21059.0,null,0,1587038400.0
290,335,Senegal,2,14.4974,-14.4524,null,194,1587038400.0
291,6380,Saudi Arabia,83,24.0,45.0,null,990,1587038400.0
292,426,San Marino,38,43.9424,12.4578,null,55,1587038400.0
293,138,Rwanda,0,-1.9403,29.8739,null,60,1587038400.0
294,27938,Russia,232,60.0,90.0,null,2304,1587038400.0
295,7707,Romania,392,45.9432,24.9668,null,1357,1587038400.0
296,4103,Qatar,7,25.3548,51.1839,null,415,1587038400.0
297,18841,Portugal,629,39.3999,-8.2245,null,493,1587038400.0
298,7918,Poland,314,51.9194,19.1451,null,774,1587038400.0
299,5660,Philippines,362,13.0,122.0,null,435,1587038400.0
300,12491,Peru,274,-9.19,-75152.0,null,6120,1587038400.0
301,174,Paraguay,8,-23.4425,-58.4438,null,30,1587038400.0
302,3751,Panama,103,8.538,-80.7821,null,75,1587038400.0
303,6919,Pakistan,128,30.3753,69.3451,null,1645,1587038400.0
304,1019,Oman,4,21.0,57.0,null,176,1587038400.0
305,6896,Norway,152,60.472,8.4689,null,32,1587038400.0
306,1081,North Macedonia,46,41.6086,21.7453,null,121,1587038400.0
307,442,Nigeria,13,982.0,8.6753,null,152,1587038400.0
308,1401,New Zealand,9,-40.9006,174.886,null,770,1587038400.0
309,95,Netherlands,2,12.5186,-70358.0,Aruba,39,1587038400.0
310,29214,Netherlands,3315,52.1326,5.2913,null,250,1587038400.0
311,16,Nepal,0,28.1667,84.25,null,2,1587038400.0
312,31,Mozambique,0,-18.665695,35.529562,null,2,1587038400.0
313,2283,Morocco,130,31.7917,-7926.0,null,249,1587038400.0
314,303,Montenegro,4,42.5,19.3,null,55,1587038400.0
315,2154,Moldova,54,47.4116,28.3699,null,235,1587038400.0
316,5847,Mexico,449,23.6345,-102.5528,null,2125,1587038400.0
317,324,Mauritius,9,-20.2,57.5,null,81,1587038400.0
318,412,Malta,3,35.9375,14.3754,null,82,1587038400.0
319,25,Maldives,0,3.2028,73.2207,null,16,1587038400.0
320,5182,Malaysia,84,2.5,112.5,null,2766,1587038400.0
321,111,Madagascar,0,-18.7669,46.8691,null,33,1587038400.0
322,3444,Luxembourg,69,49.8153,6.1296,null,552,1587038400.0
323,1128,Lithuania,32,55.1694,23.8813,null,178,1587038400.0
324,663,Lebanon,21,33.8547,35.8623,null,86,1587038400.0
325,675,Latvia,5,56.8796,24.6032,null,57,1587038400.0
326,19,Laos,0,19.85627,102.495496,null,2,1587038400.0
327,466,Kyrgyzstan,5,41.2044,74.7661,null,91,1587038400.0
328,1524,Kuwait,3,29.5,47.75,null,225,1587038400.0
329,449,Kosovo,11,42.602636,20.902977,null,79,1587038400.0
330,10613,"Korea, South",229,36.0,128.0,null,7757,1587038400.0
331,234,Kenya,11,-236.0,37.9062,null,53,1587038400.0
332,1402,Kazakhstan,17,48196.0,66.9237,null,277,1587038400.0
333,402,Jordan,7,31.24,36.51,null,259,1587038400.0
334,8626,Japan,178,36.0,138.0,null,901,1587038400.0
335,143,Jamaica,5,18.1096,-77.2975,null,21,1587038400.0
336,168941,Italy,22170,43.0,12.0,null,40164,1587038400.0
337,12758,Israel,142,31.0,35.0,null,2818,1587038400.0
338,13271,Ireland,486,53.1424,-7.6921,null,77,1587038400.0
339,1434,Iraq,80,33.0,44.0,null,856,1587038400.0
340,77995,Iran,4869,32.0,53.0,null,52229,1587038400.0
341,5516,Indonesia,496,-0.7893,113.9213,null,548,1587038400.0
342,13430,India,448,21.0,78.0,null,1768,1587038400.0
343,1739,Iceland,8,64.9631,-19208.0,null,1144,1587038400.0
344,1652,Hungary,142,47.1625,19.5033,null,199,1587038400.0
345,426,Honduras,35,15.2,-86.2419,null,9,1587038400.0
346,438,Guinea,1,9.9456,-9.6966,null,49,1587038400.0
347,196,Guatemala,5,15.7835,-90.2308,null,19,1587038400.0
348,2207,Greece,105,39742.0,21.8243,null,269,1587038400.0
349,137698,Germany,4052,51.0,9.0,null,77000,1587038400.0
350,348,Georgia,3,42.3154,43.3569,null,76,1587038400.0
351,394,France,0,-21.1351,55.2471,Reunion,237,1587038400.0
352,233,France,3,-12.8275,45.1662,Mayotte,69,1587038400.0
353,145960,France,17920,46.2276,2.2137,null,32812,1587038400.0
354,3369,Finland,75,64.0,26.0,null,1700,1587038400.0
355,92,Ethiopia,3,9.145,40.4897,null,15,1587038400.0
356,1434,Estonia,36,58.5953,25136.0,null,133,1587038400.0
357,164,El Salvador,6,13.7942,-88.8965,null,33,1587038400.0
358,2673,Egypt,196,26.0,30.0,null,596,1587038400.0
359,8225,Ecuador,403,-1.8312,-78.1834,null,838,1587038400.0
360,3755,Dominican Republic,196,18.7357,-70.1627,null,215,1587038400.0
361,591,Djibouti,2,11.8251,42.5903,null,73,1587038400.0
362,712,Diamond Princess,12,0.0,0.0,null,644,1587038400.0
363,184,Denmark,0,61.8926,-6.9118,Faroe Islands,169,1587038400.0
364,6879,Denmark,321,56.2639,9.5018,null,3023,1587038400.0
365,6433,Czechia,169,49.8175,15.473,null,972,1587038400.0
366,735,Cyprus,12,35.1264,33.4299,null,77,1587038400.0
367,862,Cuba,27,22.0,-80.0,null,171,1587038400.0
368,1791,Croatia,35,45.1,15.2,null,529,1587038400.0
369,654,Cote d'Ivoire,6,7.54,-5.5471,null,146,1587038400.0
370,642,Costa Rica,4,9.7489,-83.7534,null,74,1587038400.0
371,267,Congo (Kinshasa),22,-4383.0,21.7587,null,23,1587038400.0
372,3233,Colombia,144,4.5709,-74.2973,null,550,1587038400.0
373,186,China,3,39.3054,117.323,Tianjin,172,1587038400.0
374,194,China,0,37.5777,112.2922,Shanxi,135,1587038400.0
375,628,China,7,31.202,121.4491,Shanghai,489,1587038400.0
376,145,China,2,41.2956,122.6085,Liaoning,140,1587038400.0
377,193,China,1,44935.0,113.9448,Inner Mongolia,94,1587038400.0
378,67803,China,3222,30.9756,112.2707,Hubei,64435,1587038400.0
379,1017,China,4,22.3,114.2,Hong Kong,485,1587038400.0
380,861,China,13,47.862,127.7615,Heilongjiang,471,1587038400.0
381,328,China,6,39.549,116.1306,Hebei,315,1587038400.0
382,1571,China,8,23.3417,113.4244,Guangdong,1471,1587038400.0
383,353,China,1,26789.0,117.9874,Fujian,333,1587038400.0
384,593,China,8,40.1824,116.4142,Beijing,503,1587038400.0
385,8807,Chile,105,-35.6751,-71.543,null,3299,1587038400.0
386,305,Canada,4,52.9399,-106.4509,Saskatchewan,null,1587038400.0
387,null,Canada,null,56.1304,-106.3468,Recovery aggregated,9698,1587038400.0
388,15857,Canada,630,52.9399,-73.5491,Quebec,null,1587038400.0
389,9840,Canada,490,51.2538,-85.3232,Ontario,null,1587038400.0
390,579,Canada,3,44.682,-63.7443,Nova Scotia,null,1587038400.0
391,252,Canada,3,53.1355,-57.6604,Newfoundland and Labrador,null,1587038400.0
392,1561,Canada,75,49.2827,-123.1207,British Columbia,null,1587038400.0
393,1996,Canada,48,53.9333,-116.5765,Alberta,null,1587038400.0
394,996,Cameroon,22,3.848,11.5021,null,164,1587038400.0
395,85,Burma,4,21.9162,95.956,null,2,1587038400.0
396,546,Burkina Faso,32,12.2383,-1.5616,null,257,1587038400.0
397,800,Bulgaria,38,42.7339,25.4858,null,122,1587038400.0
398,30425,Brazil,1924,-14.235,-51.9253,null,14026,1587038400.0
399,1167,Bosnia and Herzegovina,43,43.9159,17.6791,null,277,1587038400.0
400,441,Bolivia,29,-16.2902,-63.5887,null,14,1587038400.0
401,34809,Belgium,4857,50.8333,4.0,null,7562,1587038400.0
402,4204,Belarus,40,53.7098,27.9534,null,203,1587038400.0
403,1572,Bangladesh,60,23.685,90.3563,null,49,1587038400.0
404,1700,Bahrain,7,26275.0,50.55,null,703,1587038400.0
405,53,Bahamas,8,25343.0,-77.3963,null,6,1587038400.0
406,1283,Azerbaijan,15,40.1431,47.5769,null,460,1587038400.0
407,14476,Austria,410,47.5162,14.5501,null,8986,1587038400.0
408,532,Australia,6,-31.9505,115.8605,Western Australia,338,1587038400.0
409,1299,Australia,14,-37.8136,144.9631,Victoria,1137,1587038400.0
